date_time,Monican01 Buoy model,date_time,Monican02 Buoy model
2014-10-23 12:0,2.63999986649,2014-10-23 12:0,2.48000001907
2014-10-23 13:0,2.6099998951,2014-10-23 13:0,2.46000003815
2014-10-23 14:0,2.57999992371,2014-10-23 14:0,2.42999982834
2014-10-23 15:0,2.53999996185,2014-10-23 15:0,2.38999986649
2014-10-23 16:0,2.49000000954,2014-10-23 16:0,2.34999990463
2014-10-23 17:0,2.45000004768,2014-10-23 17:0,2.30999994278
2014-10-23 18:0,2.39999985695,2014-10-23 18:0,2.25999999046
2014-10-23 19:0,2.3599998951,2014-10-23 19:0,2.22000002861
2014-10-23 20:0,2.30999994278,2014-10-23 20:0,2.18000006676
2014-10-23 21:0,2.26999998093,2014-10-23 21:0,2.13999986649
2014-10-23 22:0,2.23000001907,2014-10-23 22:0,2.09999990463
2014-10-23 23:0,2.18000006676,2014-10-23 23:0,2.04999995232
2014-10-24 0:0,2.12999987602,2014-10-24 0:0,2.00999999046
2014-10-24 1:0,2.06999993324,2014-10-24 1:0,1.95999991894
2014-10-24 2:0,2.01999998093,2014-10-24 2:0,1.90999996662
2014-10-24 3:0,1.95999991894,2014-10-24 3:0,1.84999990463
2014-10-24 4:0,1.89999997616,2014-10-24 4:0,1.79999995232
2014-10-24 5:0,1.83999991417,2014-10-24 5:0,1.75
2014-10-24 6:0,1.78999996185,2014-10-24 6:0,1.69999992847
2014-10-24 7:0,1.74000000954,2014-10-24 7:0,1.64999997616
2014-10-24 8:0,1.68999993801,2014-10-24 8:0,1.61000001431
2014-10-24 9:0,1.63999998569,2014-10-24 9:0,1.56999993324
2014-10-24 10:0,1.59999990463,2014-10-24 10:0,1.52999997139
2014-10-24 11:0,1.55999994278,2014-10-24 11:0,1.49000000954
2014-10-24 12:0,1.51999998093,2014-10-24 12:0,1.45999991894
2014-10-24 13:0,1.49000000954,2014-10-24 13:0,1.42999994755
2014-10-24 14:0,1.4699999094,2014-10-24 14:0,1.40999996662
2014-10-24 15:0,1.45999991894,2014-10-24 15:0,1.38999998569
2014-10-24 16:0,1.45999991894,2014-10-24 16:0,1.38999998569
2014-10-24 17:0,1.45999991894,2014-10-24 17:0,1.38999998569
2014-10-24 18:0,1.48000001907,2014-10-24 18:0,1.39999997616
2014-10-24 19:0,1.49000000954,2014-10-24 19:0,1.41999995708
2014-10-24 20:0,1.5,2014-10-24 20:0,1.42999994755
2014-10-24 21:0,1.51999998093,2014-10-24 21:0,1.43999993801
2014-10-24 22:0,1.51999998093,2014-10-24 22:0,1.44999992847
2014-10-24 23:0,1.52999997139,2014-10-24 23:0,1.44999992847
2014-10-25 0:0,1.52999997139,2014-10-25 0:0,1.44999992847
2014-10-25 1:0,1.51999998093,2014-10-25 1:0,1.44999992847
2014-10-25 2:0,1.51999998093,2014-10-25 2:0,1.44999992847
2014-10-25 3:0,1.51999998093,2014-10-25 3:0,1.43999993801
2014-10-25 4:0,1.50999999046,2014-10-25 4:0,1.43999993801
2014-10-25 5:0,1.50999999046,2014-10-25 5:0,1.43999993801
2014-10-25 6:0,1.50999999046,2014-10-25 6:0,1.44999992847
2014-10-25 7:0,1.51999998093,2014-10-25 7:0,1.44999992847
2014-10-25 8:0,1.52999997139,2014-10-25 8:0,1.4699999094
2014-10-25 9:0,1.54999995232,2014-10-25 9:0,1.49000000954
2014-10-25 10:0,1.57999992371,2014-10-25 10:0,1.50999999046
2014-10-25 11:0,1.62000000477,2014-10-25 11:0,1.53999996185
2014-10-25 12:0,1.65999996662,2014-10-25 12:0,1.57999992371
2014-10-25 13:0,1.70999991894,2014-10-25 13:0,1.62000000477
2014-10-25 14:0,1.76999998093,2014-10-25 14:0,1.66999995708
2014-10-25 15:0,1.81999993324,2014-10-25 15:0,1.7199999094
2014-10-25 16:0,1.87999999523,2014-10-25 16:0,1.76999998093
2014-10-25 17:0,1.93999993801,2014-10-25 17:0,1.81999993324
2014-10-25 18:0,2.01999998093,2014-10-25 18:0,1.88999998569
2014-10-25 19:0,2.1099998951,2014-10-25 19:0,1.9699999094
2014-10-25 20:0,2.21000003815,2014-10-25 20:0,2.04999995232
2014-10-25 21:0,2.31999993324,2014-10-25 21:0,2.13999986649
2014-10-25 22:0,2.41999983788,2014-10-25 22:0,2.22000002861
2014-10-25 23:0,2.5,2014-10-25 23:0,2.28999996185
2014-10-26 0:0,2.56999993324,2014-10-26 0:0,2.34999990463
2014-10-26 1:0,2.61999988556,2014-10-26 1:0,2.38999986649
2014-10-26 2:0,2.64999985695,2014-10-26 2:0,2.41999983788
2014-10-26 3:0,2.67999982834,2014-10-26 3:0,2.44000005722
2014-10-26 4:0,2.69000005722,2014-10-26 4:0,2.46000003815
2014-10-26 5:0,2.71000003815,2014-10-26 5:0,2.48000001907
2014-10-26 6:0,2.71000003815,2014-10-26 6:0,2.49000000954
2014-10-26 7:0,2.71000003815,2014-10-26 7:0,2.49000000954
2014-10-26 8:0,2.71000003815,2014-10-26 8:0,2.5
2014-10-26 9:0,2.70000004768,2014-10-26 9:0,2.49000000954
2014-10-26 10:0,2.67999982834,2014-10-26 10:0,2.48000001907
2014-10-26 11:0,2.65999984741,2014-10-26 11:0,2.46000003815
2014-10-26 12:0,2.62999987602,2014-10-26 12:0,2.44000005722
2014-10-26 13:0,2.59999990463,2014-10-26 13:0,2.41999983788
2014-10-26 14:0,2.55999994278,2014-10-26 14:0,2.38999986649
2014-10-26 15:0,2.52999997139,2014-10-26 15:0,2.3599998951
2014-10-26 16:0,2.5,2014-10-26 16:0,2.33999991417
2014-10-26 17:0,2.47000002861,2014-10-26 17:0,2.31999993324
2014-10-26 18:0,2.45000004768,2014-10-26 18:0,2.29999995232
2014-10-26 19:0,2.44000005722,2014-10-26 19:0,2.27999997139
2014-10-26 20:0,2.42999982834,2014-10-26 20:0,2.26999998093
2014-10-26 21:0,2.41999983788,2014-10-26 21:0,2.26999998093
2014-10-26 22:0,2.41999983788,2014-10-26 22:0,2.25999999046
2014-10-26 23:0,2.42999982834,2014-10-26 23:0,2.25999999046
2014-10-27 0:0,2.42999982834,2014-10-27 0:0,2.25999999046
2014-10-27 1:0,2.44000005722,2014-10-27 1:0,2.26999998093
2014-10-27 2:0,2.45000004768,2014-10-27 2:0,2.26999998093
2014-10-27 3:0,2.46000003815,2014-10-27 3:0,2.26999998093
2014-10-27 4:0,2.47000002861,2014-10-27 4:0,2.27999997139
2014-10-27 5:0,2.49000000954,2014-10-27 5:0,2.28999996185
2014-10-27 6:0,2.50999999046,2014-10-27 6:0,2.30999994278
2014-10-27 7:0,2.52999997139,2014-10-27 7:0,2.31999993324
2014-10-27 8:0,2.54999995232,2014-10-27 8:0,2.33999991417
2014-10-27 9:0,2.57999992371,2014-10-27 9:0,2.3599998951
2014-10-27 10:0,2.59999990463,2014-10-27 10:0,2.36999988556
2014-10-27 11:0,2.6099998951,2014-10-27 11:0,2.37999987602
2014-10-27 12:0,2.61999988556,2014-10-27 12:0,2.38999986649
2014-10-27 13:0,2.61999988556,2014-10-27 13:0,2.37999987602
2014-10-27 14:0,2.6099998951,2014-10-27 14:0,2.37999987602
2014-10-27 15:0,2.58999991417,2014-10-27 15:0,2.3599998951
2014-10-27 16:0,2.56999993324,2014-10-27 16:0,2.34999990463
2014-10-27 17:0,2.53999996185,2014-10-27 17:0,2.32999992371
2014-10-27 18:0,2.50999999046,2014-10-27 18:0,2.29999995232
2014-10-27 19:0,2.47000002861,2014-10-27 19:0,2.27999997139
2014-10-27 20:0,2.44000005722,2014-10-27 20:0,2.25
2014-10-27 21:0,2.40999984741,2014-10-27 21:0,2.21000003815
2014-10-27 22:0,2.37999987602,2014-10-27 22:0,2.18000006676
2014-10-27 23:0,2.33999991417,2014-10-27 23:0,2.14999985695
2014-10-28 0:0,2.30999994278,2014-10-28 0:0,2.11999988556
2014-10-28 1:0,2.27999997139,2014-10-28 1:0,2.08999991417
2014-10-28 2:0,2.25,2014-10-28 2:0,2.06999993324
2014-10-28 3:0,2.22000002861,2014-10-28 3:0,2.03999996185
2014-10-28 4:0,2.20000004768,2014-10-28 4:0,2.00999999046
2014-10-28 5:0,2.16999983788,2014-10-28 5:0,1.99000000954
2014-10-28 6:0,2.14999985695,2014-10-28 6:0,1.95999991894
2014-10-28 7:0,2.12999987602,2014-10-28 7:0,1.93999993801
2014-10-28 8:0,2.11999988556,2014-10-28 8:0,1.91999995708
2014-10-28 9:0,2.1099998951,2014-10-28 9:0,1.89999997616
2014-10-28 10:0,2.1099998951,2014-10-28 10:0,1.88999998569
2014-10-28 11:0,2.1099998951,2014-10-28 11:0,1.88999998569
2014-10-28 12:0,2.09999990463,2014-10-28 12:0,1.87999999523
2014-10-28 13:0,2.09999990463,2014-10-28 13:0,1.87999999523
2014-10-28 14:0,2.09999990463,2014-10-28 14:0,1.87999999523
2014-10-28 15:0,2.08999991417,2014-10-28 15:0,1.87000000477
2014-10-28 16:0,2.07999992371,2014-10-28 16:0,1.87000000477
2014-10-28 17:0,2.05999994278,2014-10-28 17:0,1.87000000477
2014-10-28 18:0,2.04999995232,2014-10-28 18:0,1.86000001431
2014-10-28 19:0,2.02999997139,2014-10-28 19:0,1.84999990463
2014-10-28 20:0,2.00999999046,2014-10-28 20:0,1.83999991417
2014-10-28 21:0,2,2014-10-28 21:0,1.81999993324
2014-10-28 22:0,1.99000000954,2014-10-28 22:0,1.80999994278
2014-10-28 23:0,1.97999989986,2014-10-28 23:0,1.79999995232
2014-10-29 0:0,1.97999989986,2014-10-29 0:0,1.79999995232
2014-10-29 1:0,1.97999989986,2014-10-29 1:0,1.79999995232
2014-10-29 2:0,1.97999989986,2014-10-29 2:0,1.79999995232
2014-10-29 3:0,1.97999989986,2014-10-29 3:0,1.80999994278
2014-10-29 4:0,1.97999989986,2014-10-29 4:0,1.80999994278
2014-10-29 5:0,1.99000000954,2014-10-29 5:0,1.81999993324
2014-10-29 6:0,2,2014-10-29 6:0,1.81999993324
2014-10-29 7:0,2,2014-10-29 7:0,1.82999992371
2014-10-29 8:0,2.00999999046,2014-10-29 8:0,1.84999990463
2014-10-29 9:0,2.01999998093,2014-10-29 9:0,1.86000001431
2014-10-29 10:0,2.01999998093,2014-10-29 10:0,1.87000000477
2014-10-29 11:0,2.01999998093,2014-10-29 11:0,1.87000000477
2014-10-29 12:0,2.00999999046,2014-10-29 12:0,1.87000000477
2014-10-29 13:0,2.00999999046,2014-10-29 13:0,1.87999999523
2014-10-29 14:0,2.00999999046,2014-10-29 14:0,1.87999999523
2014-10-29 15:0,2.01999998093,2014-10-29 15:0,1.88999998569
2014-10-29 16:0,2.02999997139,2014-10-29 16:0,1.88999998569
2014-10-29 17:0,2.03999996185,2014-10-29 17:0,1.89999997616
2014-10-29 18:0,2.04999995232,2014-10-29 18:0,1.91999995708
2014-10-29 19:0,2.06999993324,2014-10-29 19:0,1.92999994755
2014-10-29 20:0,2.08999991417,2014-10-29 20:0,1.94999992847
2014-10-29 21:0,2.09999990463,2014-10-29 21:0,1.9699999094
2014-10-29 22:0,2.11999988556,2014-10-29 22:0,1.99000000954
2014-10-29 23:0,2.13999986649,2014-10-29 23:0,2.00999999046
2014-10-30 0:0,2.14999985695,2014-10-30 0:0,2.02999997139
2014-10-30 1:0,2.15999984741,2014-10-30 1:0,2.03999996185
2014-10-30 2:0,2.15999984741,2014-10-30 2:0,2.03999996185
2014-10-30 3:0,2.15999984741,2014-10-30 3:0,2.03999996185
2014-10-30 4:0,2.14999985695,2014-10-30 4:0,2.03999996185
2014-10-30 5:0,2.13999986649,2014-10-30 5:0,2.02999997139
2014-10-30 6:0,2.12999987602,2014-10-30 6:0,2.01999998093
2014-10-30 7:0,2.1099998951,2014-10-30 7:0,2.00999999046
2014-10-30 8:0,2.08999991417,2014-10-30 8:0,1.99000000954
2014-10-30 9:0,2.05999994278,2014-10-30 9:0,1.9699999094
2014-10-30 10:0,2.02999997139,2014-10-30 10:0,1.94999992847
2014-10-30 11:0,2,2014-10-30 11:0,1.91999995708
2014-10-30 12:0,1.9699999094,2014-10-30 12:0,1.88999998569
2014-10-30 13:0,1.92999994755,2014-10-30 13:0,1.87000000477
2014-10-30 14:0,1.89999997616,2014-10-30 14:0,1.82999992371
2014-10-30 15:0,1.86000001431,2014-10-30 15:0,1.79999995232
2014-10-30 16:0,1.81999993324,2014-10-30 16:0,1.76999998093
2014-10-30 17:0,1.77999997139,2014-10-30 17:0,1.73000001907
2014-10-30 18:0,1.74000000954,2014-10-30 18:0,1.68999993801
2014-10-30 19:0,1.69999992847,2014-10-30 19:0,1.64999997616
2014-10-30 20:0,1.66999995708,2014-10-30 20:0,1.61000001431
2014-10-30 21:0,1.63999998569,2014-10-30 21:0,1.55999994278
2014-10-30 22:0,1.61000001431,2014-10-30 22:0,1.51999998093
2014-10-30 23:0,1.56999993324,2014-10-30 23:0,1.4699999094
2014-10-31 0:0,1.52999997139,2014-10-31 0:0,1.42999994755
2014-10-31 1:0,1.49000000954,2014-10-31 1:0,1.38999998569
2014-10-31 2:0,1.44999992847,2014-10-31 2:0,1.33999991417
2014-10-31 3:0,1.41999995708,2014-10-31 3:0,1.29999995232
2014-10-31 4:0,1.37999999523,2014-10-31 4:0,1.25
2014-10-31 5:0,1.35000002384,2014-10-31 5:0,1.20999991894
2014-10-31 6:0,1.31999993324,2014-10-31 6:0,1.15999996662
2014-10-31 7:0,1.29999995232,2014-10-31 7:0,1.12000000477
2014-10-31 8:0,1.28999996185,2014-10-31 8:0,1.09000003338
2014-10-31 9:0,1.28999996185,2014-10-31 9:0,1.05999994278
2014-10-31 10:0,1.29999995232,2014-10-31 10:0,1.02999997139
2014-10-31 11:0,1.30999994278,2014-10-31 11:0,1.01999998093
2014-10-31 12:0,1.32999992371,2014-10-31 12:0,1
2014-10-31 13:0,1.33999991417,2014-10-31 13:0,1
2014-10-31 14:0,1.35000002384,2014-10-31 14:0,1
2014-10-31 15:0,1.35000002384,2014-10-31 15:0,1.00999999046
2014-10-31 16:0,1.33999991417,2014-10-31 16:0,1.01999998093
2014-10-31 17:0,1.33999991417,2014-10-31 17:0,1.02999997139
2014-10-31 18:0,1.33999991417,2014-10-31 18:0,1.04999995232
2014-10-31 19:0,1.35000002384,2014-10-31 19:0,1.06999993324
2014-10-31 20:0,1.36000001431,2014-10-31 20:0,1.10000002384
2014-10-31 21:0,1.39999997616,2014-10-31 21:0,1.14999997616
2014-10-31 22:0,1.43999993801,2014-10-31 22:0,1.20999991894
2014-10-31 23:0,1.50999999046,2014-10-31 23:0,1.27999997139
2014-11-1 0:0,1.58999991417,2014-11-1 0:0,1.37000000477
2014-11-1 1:0,1.68999993801,2014-11-1 1:0,1.48000001907
2014-11-1 2:0,1.79999995232,2014-11-1 2:0,1.58999991417
2014-11-1 3:0,1.90999996662,2014-11-1 3:0,1.70999991894
2014-11-1 4:0,2.01999998093,2014-11-1 4:0,1.82999992371
2014-11-1 5:0,2.11999988556,2014-11-1 5:0,1.93999993801
2014-11-1 6:0,2.20000004768,2014-11-1 6:0,2.03999996185
2014-11-1 7:0,2.27999997139,2014-11-1 7:0,2.12999987602
2014-11-1 8:0,2.33999991417,2014-11-1 8:0,2.20000004768
2014-11-1 9:0,2.38999986649,2014-11-1 9:0,2.25999999046
2014-11-1 10:0,2.41999983788,2014-11-1 10:0,2.30999994278
2014-11-1 11:0,2.45000004768,2014-11-1 11:0,2.33999991417
2014-11-1 12:0,2.48000001907,2014-11-1 12:0,2.36999988556
2014-11-1 13:0,2.51999998093,2014-11-1 13:0,2.39999985695
2014-11-1 14:0,2.56999993324,2014-11-1 14:0,2.41999983788
2014-11-1 15:0,2.62999987602,2014-11-1 15:0,2.46000003815
2014-11-1 16:0,2.70000004768,2014-11-1 16:0,2.51999998093
2014-11-1 17:0,2.77999997139,2014-11-1 17:0,2.58999991417
2014-11-1 18:0,2.8599998951,2014-11-1 18:0,2.66999983788
2014-11-1 19:0,2.9399998188,2014-11-1 19:0,2.74000000954
2014-11-1 20:0,3.00999999046,2014-11-1 20:0,2.81999993324
2014-11-1 21:0,3.05999994278,2014-11-1 21:0,2.87999987602
2014-11-1 22:0,3.1099998951,2014-11-1 22:0,2.92999982834
2014-11-1 23:0,3.12999987602,2014-11-1 23:0,2.97000002861
2014-11-2 0:0,3.13999986649,2014-11-2 0:0,2.99000000954
2014-11-2 1:0,3.12999987602,2014-11-2 1:0,2.99000000954
2014-11-2 2:0,3.11999988556,2014-11-2 2:0,2.98000001907
2014-11-2 3:0,3.08999991417,2014-11-2 3:0,2.97000002861
2014-11-2 4:0,3.05999994278,2014-11-2 4:0,2.9399998188
2014-11-2 5:0,3.02999997139,2014-11-2 5:0,2.91999983788
2014-11-2 6:0,3,2014-11-2 6:0,2.88999986649
2014-11-2 7:0,2.96000003815,2014-11-2 7:0,2.8599998951
2014-11-2 8:0,2.9399998188,2014-11-2 8:0,2.82999992371
2014-11-2 9:0,2.90999984741,2014-11-2 9:0,2.80999994278
2014-11-2 10:0,2.88999986649,2014-11-2 10:0,2.78999996185
2014-11-2 11:0,2.86999988556,2014-11-2 11:0,2.76999998093
2014-11-2 12:0,2.8599998951,2014-11-2 12:0,2.75999999046
2014-11-2 13:0,2.83999991417,2014-11-2 13:0,2.74000000954
2014-11-2 14:0,2.82999992371,2014-11-2 14:0,2.73000001907
2014-11-2 15:0,2.80999994278,2014-11-2 15:0,2.72000002861
2014-11-2 16:0,2.80999994278,2014-11-2 16:0,2.71000003815
2014-11-2 17:0,2.82999992371,2014-11-2 17:0,2.72000002861
2014-11-2 18:0,2.8599998951,2014-11-2 18:0,2.75
2014-11-2 19:0,2.91999983788,2014-11-2 19:0,2.78999996185
2014-11-2 20:0,2.99000000954,2014-11-2 20:0,2.84999990463
2014-11-2 21:0,3.05999994278,2014-11-2 21:0,2.90999984741
2014-11-2 22:0,3.12999987602,2014-11-2 22:0,2.97000002861
2014-11-2 23:0,3.17999982834,2014-11-2 23:0,3.02999997139
2014-11-3 0:0,3.22000002861,2014-11-3 0:0,3.06999993324
2014-11-3 1:0,3.23000001907,2014-11-3 1:0,3.09999990463
2014-11-3 2:0,3.23000001907,2014-11-3 2:0,3.09999990463
2014-11-3 3:0,3.21000003815,2014-11-3 3:0,3.09999990463
2014-11-3 4:0,3.1899998188,2014-11-3 4:0,3.07999992371
2014-11-3 5:0,3.15999984741,2014-11-3 5:0,3.05999994278
2014-11-3 6:0,3.11999988556,2014-11-3 6:0,3.01999998093
2014-11-3 7:0,3.07999992371,2014-11-3 7:0,2.99000000954
2014-11-3 8:0,3.03999996185,2014-11-3 8:0,2.9399998188
2014-11-3 9:0,3,2014-11-3 9:0,2.89999985695
2014-11-3 10:0,2.97000002861,2014-11-3 10:0,2.84999990463
2014-11-3 11:0,2.95000004768,2014-11-3 11:0,2.81999993324
2014-11-3 12:0,2.9399998188,2014-11-3 12:0,2.79999995232
2014-11-3 13:0,2.92999982834,2014-11-3 13:0,2.80999994278
2014-11-3 14:0,2.97000002861,2014-11-3 14:0,2.81999993324
2014-11-3 15:0,3.03999996185,2014-11-3 15:0,2.8599998951
2014-11-3 16:0,3.14999985695,2014-11-3 16:0,2.96000003815
2014-11-3 17:0,3.34999990463,2014-11-3 17:0,3.13999986649
2014-11-3 18:0,3.62999987602,2014-11-3 18:0,3.41999983788
2014-11-3 19:0,3.98000001907,2014-11-3 19:0,3.79999995232
2014-11-3 20:0,4.34999990463,2014-11-3 20:0,4.21000003815
2014-11-3 21:0,4.63999986649,2014-11-3 21:0,4.5
2014-11-3 22:0,4.7999997139,2014-11-3 22:0,4.61000013351
2014-11-3 23:0,4.88999986649,2014-11-3 23:0,4.63999986649
2014-11-4 0:0,4.90000009537,2014-11-4 0:0,4.59999990463
2014-11-4 1:0,4.98999977112,2014-11-4 1:0,4.65999984741
2014-11-4 2:0,5.08999967575,2014-11-4 2:0,4.73999977112
2014-11-4 3:0,5.19000005722,2014-11-4 3:0,4.82999992371
2014-11-4 4:0,5.2999997139,2014-11-4 4:0,4.92999982834
2014-11-4 5:0,5.40000009537,2014-11-4 5:0,5.01999998093
2014-11-4 6:0,5.5,2014-11-4 6:0,5.10999965668
2014-11-4 7:0,5.57999992371,2014-11-4 7:0,5.17999982834
2014-11-4 8:0,5.65000009537,2014-11-4 8:0,5.23000001907
2014-11-4 9:0,5.71000003815,2014-11-4 9:0,5.27999973297
2014-11-4 10:0,5.76999998093,2014-11-4 10:0,5.31999969482
2014-11-4 11:0,5.81999969482,2014-11-4 11:0,5.36999988556
2014-11-4 12:0,5.8799996376,2014-11-4 12:0,5.40999984741
2014-11-4 13:0,5.94000005722,2014-11-4 13:0,5.44000005722
2014-11-4 14:0,6,2014-11-4 14:0,5.46999979019
2014-11-4 15:0,6.05999994278,2014-11-4 15:0,5.5
2014-11-4 16:0,6.10999965668,2014-11-4 16:0,5.51999998093
2014-11-4 17:0,6.13999986649,2014-11-4 17:0,5.51999998093
2014-11-4 18:0,6.13999986649,2014-11-4 18:0,5.50999975204
2014-11-4 19:0,6.10999965668,2014-11-4 19:0,5.46999979019
2014-11-4 20:0,6.06999969482,2014-11-4 20:0,5.42000007629
2014-11-4 21:0,6,2014-11-4 21:0,5.35999965668
2014-11-4 22:0,5.92000007629,2014-11-4 22:0,5.27999973297
2014-11-4 23:0,5.82999992371,2014-11-4 23:0,5.21000003815
2014-11-5 0:0,5.73999977112,2014-11-5 0:0,5.13000011444
2014-11-5 1:0,5.65000009537,2014-11-5 1:0,5.0499997139
2014-11-5 2:0,5.5499997139,2014-11-5 2:0,4.96999979019
2014-11-5 3:0,5.44000005722,2014-11-5 3:0,4.88999986649
2014-11-5 4:0,5.32999992371,2014-11-5 4:0,4.7999997139
2014-11-5 5:0,5.23000001907,2014-11-5 5:0,4.71000003815
2014-11-5 6:0,5.11999988556,2014-11-5 6:0,4.61999988556
2014-11-5 7:0,5.01999998093,2014-11-5 7:0,4.53999996185
2014-11-5 8:0,4.92999982834,2014-11-5 8:0,4.46000003815
2014-11-5 9:0,4.83999967575,2014-11-5 9:0,4.38000011444
2014-11-5 10:0,4.73999977112,2014-11-5 10:0,4.2999997139
2014-11-5 11:0,4.65999984741,2014-11-5 11:0,4.23000001907
2014-11-5 12:0,4.56999969482,2014-11-5 12:0,4.15000009537
2014-11-5 13:0,4.48000001907,2014-11-5 13:0,4.06999969482
2014-11-5 14:0,4.38999986649,2014-11-5 14:0,4
2014-11-5 15:0,4.2999997139,2014-11-5 15:0,3.91999983788
2014-11-5 16:0,4.21000003815,2014-11-5 16:0,3.83999991417
2014-11-5 17:0,4.13000011444,2014-11-5 17:0,3.75999999046
2014-11-5 18:0,4.03999996185,2014-11-5 18:0,3.67999982834
2014-11-5 19:0,3.95999979973,2014-11-5 19:0,3.59999990463
2014-11-5 20:0,3.86999988556,2014-11-5 20:0,3.52999997139
2014-11-5 21:0,3.77999997139,2014-11-5 21:0,3.44999980927
2014-11-5 22:0,3.6899998188,2014-11-5 22:0,3.37999987602
2014-11-5 23:0,3.6099998951,2014-11-5 23:0,3.30999994278
2014-11-6 0:0,3.52999997139,2014-11-6 0:0,3.24000000954
2014-11-6 1:0,3.4399998188,2014-11-6 1:0,3.17999982834
2014-11-6 2:0,3.36999988556,2014-11-6 2:0,3.1099998951
2014-11-6 3:0,3.28999996185,2014-11-6 3:0,3.04999995232
2014-11-6 4:0,3.22000002861,2014-11-6 4:0,2.99000000954
2014-11-6 5:0,3.14999985695,2014-11-6 5:0,2.92999982834
2014-11-6 6:0,3.08999991417,2014-11-6 6:0,2.8599998951
2014-11-6 7:0,3.01999998093,2014-11-6 7:0,2.79999995232
2014-11-6 8:0,2.95000004768,2014-11-6 8:0,2.74000000954
2014-11-6 9:0,2.88999986649,2014-11-6 9:0,2.67999982834
2014-11-6 10:0,2.81999993324,2014-11-6 10:0,2.61999988556
2014-11-6 11:0,2.75,2014-11-6 11:0,2.55999994278
2014-11-6 12:0,2.69000005722,2014-11-6 12:0,2.49000000954
2014-11-6 13:0,2.61999988556,2014-11-6 13:0,2.42999982834
2014-11-6 14:0,2.55999994278,2014-11-6 14:0,2.36999988556
2014-11-6 15:0,2.5,2014-11-6 15:0,2.30999994278
2014-11-6 16:0,2.44000005722,2014-11-6 16:0,2.25999999046
2014-11-6 17:0,2.39999985695,2014-11-6 17:0,2.21000003815
2014-11-6 18:0,2.36999988556,2014-11-6 18:0,2.16999983788
2014-11-6 19:0,2.34999990463,2014-11-6 19:0,2.13999986649
2014-11-6 20:0,2.3599998951,2014-11-6 20:0,2.13999986649
2014-11-6 21:0,2.37999987602,2014-11-6 21:0,2.14999985695
2014-11-6 22:0,2.38999986649,2014-11-6 22:0,2.16999983788
2014-11-6 23:0,2.41999983788,2014-11-6 23:0,2.21000003815
2014-11-7 0:0,2.46000003815,2014-11-7 0:0,2.25
2014-11-7 1:0,2.52999997139,2014-11-7 1:0,2.31999993324
2014-11-7 2:0,2.59999990463,2014-11-7 2:0,2.39999985695
2014-11-7 3:0,2.64999985695,2014-11-7 3:0,2.49000000954
2014-11-7 4:0,2.70000004768,2014-11-7 4:0,2.56999993324
2014-11-7 5:0,2.73000001907,2014-11-7 5:0,2.62999987602
2014-11-7 6:0,2.76999998093,2014-11-7 6:0,2.66999983788
2014-11-7 7:0,2.82999992371,2014-11-7 7:0,2.73000001907
2014-11-7 8:0,2.90999984741,2014-11-7 8:0,2.81999993324
2014-11-7 9:0,3.00999999046,2014-11-7 9:0,2.91999983788
2014-11-7 10:0,3.09999990463,2014-11-7 10:0,3.02999997139
2014-11-7 11:0,3.1899998188,2014-11-7 11:0,3.12999987602
2014-11-7 12:0,3.27999997139,2014-11-7 12:0,3.22000002861
2014-11-7 13:0,3.37999987602,2014-11-7 13:0,3.30999994278
2014-11-7 14:0,3.49000000954,2014-11-7 14:0,3.40999984741
2014-11-7 15:0,3.61999988556,2014-11-7 15:0,3.51999998093
2014-11-7 16:0,3.73000001907,2014-11-7 16:0,3.6099998951
2014-11-7 17:0,3.82999992371,2014-11-7 17:0,3.69999980927
2014-11-7 18:0,3.90999984741,2014-11-7 18:0,3.76999998093
2014-11-7 19:0,3.98000001907,2014-11-7 19:0,3.81999993324
2014-11-7 20:0,4.01999998093,2014-11-7 20:0,3.8599998951
2014-11-7 21:0,4.0499997139,2014-11-7 21:0,3.88999986649
2014-11-7 22:0,4.07999992371,2014-11-7 22:0,3.91999983788
2014-11-7 23:0,4.11000013351,2014-11-7 23:0,3.94999980927
2014-11-8 0:0,4.27999973297,2014-11-8 0:0,4.09999990463
2014-11-8 1:0,4.31999969482,2014-11-8 1:0,4.13000011444
2014-11-8 2:0,4.36000013351,2014-11-8 2:0,4.17000007629
2014-11-8 3:0,4.40999984741,2014-11-8 3:0,4.19999980927
2014-11-8 4:0,4.46999979019,2014-11-8 4:0,4.23999977112
2014-11-8 5:0,4.52999973297,2014-11-8 5:0,4.27999973297
2014-11-8 6:0,4.58999967575,2014-11-8 6:0,4.31999969482
2014-11-8 7:0,4.63000011444,2014-11-8 7:0,4.34999990463
2014-11-8 8:0,4.67000007629,2014-11-8 8:0,4.36999988556
2014-11-8 9:0,4.67999982834,2014-11-8 9:0,4.38000011444
2014-11-8 10:0,4.67999982834,2014-11-8 10:0,4.38000011444
2014-11-8 11:0,4.67000007629,2014-11-8 11:0,4.36999988556
2014-11-8 12:0,4.65000009537,2014-11-8 12:0,4.34999990463
2014-11-8 13:0,4.63000011444,2014-11-8 13:0,4.32999992371
2014-11-8 14:0,4.63000011444,2014-11-8 14:0,4.30999994278
2014-11-8 15:0,4.63999986649,2014-11-8 15:0,4.31999969482
2014-11-8 16:0,4.69000005722,2014-11-8 16:0,4.36000013351
2014-11-8 17:0,4.75,2014-11-8 17:0,4.42000007629
2014-11-8 18:0,4.82999992371,2014-11-8 18:0,4.5
