date_time,Monican01 Buoy model,date_time,Monican02 Buoy model
2015-12-16 5:0,4.03999996185,2015-12-16 5:0,3.49000000954
2015-12-16 6:0,3.91999983788,2015-12-16 6:0,3.38999986649
2015-12-16 7:0,3.78999996185,2015-12-16 7:0,3.27999997139
2015-12-16 8:0,3.65999984741,2015-12-16 8:0,3.15999984741
2015-12-16 9:0,3.53999996185,2015-12-16 9:0,3.04999995232
2015-12-16 10:0,3.41999983788,2015-12-16 10:0,2.92999982834
2015-12-16 11:0,3.29999995232,2015-12-16 11:0,2.80999994278
2015-12-16 12:0,3.17999982834,2015-12-16 12:0,2.70000004768
2015-12-16 13:0,3.06999993324,2015-12-16 13:0,2.58999991417
2015-12-16 14:0,2.97000002861,2015-12-16 14:0,2.5
2015-12-16 15:0,2.88999986649,2015-12-16 15:0,2.41999983788
2015-12-16 16:0,2.80999994278,2015-12-16 16:0,2.34999990463
2015-12-16 17:0,2.74000000954,2015-12-16 17:0,2.28999996185
2015-12-16 18:0,2.66999983788,2015-12-16 18:0,2.23000001907
2015-12-16 19:0,2.6099998951,2015-12-16 19:0,2.16999983788
2015-12-16 20:0,2.54999995232,2015-12-16 20:0,2.1099998951
2015-12-16 21:0,2.5,2015-12-16 21:0,2.03999996185
2015-12-16 22:0,2.47000002861,2015-12-16 22:0,1.97999989986
2015-12-16 23:0,2.45000004768,2015-12-16 23:0,1.92999994755
2015-12-17 0:0,2.45000004768,2015-12-17 0:0,1.89999997616
2015-12-17 1:0,2.46000003815,2015-12-17 1:0,1.87000000477
2015-12-17 2:0,2.48000001907,2015-12-17 2:0,1.87000000477
2015-12-17 3:0,2.50999999046,2015-12-17 3:0,1.87000000477
2015-12-17 4:0,2.54999995232,2015-12-17 4:0,1.87999999523
2015-12-17 5:0,2.57999992371,2015-12-17 5:0,1.90999996662
2015-12-17 6:0,2.62999987602,2015-12-17 6:0,1.94999992847
2015-12-17 7:0,2.67999982834,2015-12-17 7:0,2
2015-12-17 8:0,2.75999999046,2015-12-17 8:0,2.05999994278
2015-12-17 9:0,2.84999990463,2015-12-17 9:0,2.14999985695
2015-12-17 10:0,2.96000003815,2015-12-17 10:0,2.25999999046
2015-12-17 11:0,3.07999992371,2015-12-17 11:0,2.38999986649
2015-12-17 12:0,3.19999980927,2015-12-17 12:0,2.51999998093
2015-12-17 13:0,3.30999994278,2015-12-17 13:0,2.64999985695
2015-12-17 14:0,3.39999985695,2015-12-17 14:0,2.76999998093
2015-12-17 15:0,3.48000001907,2015-12-17 15:0,2.88999986649
2015-12-17 16:0,3.54999995232,2015-12-17 16:0,2.98000001907
2015-12-17 17:0,3.58999991417,2015-12-17 17:0,3.04999995232
2015-12-17 18:0,3.61999988556,2015-12-17 18:0,3.08999991417
2015-12-17 19:0,3.62999987602,2015-12-17 19:0,3.12999987602
2015-12-17 20:0,3.61999988556,2015-12-17 20:0,3.13999986649
2015-12-17 21:0,3.61999988556,2015-12-17 21:0,3.14999985695
2015-12-17 22:0,3.6099998951,2015-12-17 22:0,3.15999984741
2015-12-17 23:0,3.61999988556,2015-12-17 23:0,3.16999983788
2015-12-18 0:0,3.61999988556,2015-12-18 0:0,3.17999982834
2015-12-18 1:0,3.62999987602,2015-12-18 1:0,3.1899998188
2015-12-18 2:0,3.62999987602,2015-12-18 2:0,3.21000003815
2015-12-18 3:0,3.62999987602,2015-12-18 3:0,3.22000002861
2015-12-18 4:0,3.61999988556,2015-12-18 4:0,3.22000002861
2015-12-18 5:0,3.59999990463,2015-12-18 5:0,3.22000002861
2015-12-18 6:0,3.57999992371,2015-12-18 6:0,3.21000003815
2015-12-18 7:0,3.54999995232,2015-12-18 7:0,3.1899998188
2015-12-18 8:0,3.50999999046,2015-12-18 8:0,3.15999984741
2015-12-18 9:0,3.47000002861,2015-12-18 9:0,3.12999987602
2015-12-18 10:0,3.41999983788,2015-12-18 10:0,3.08999991417
2015-12-18 11:0,3.36999988556,2015-12-18 11:0,3.04999995232
2015-12-18 12:0,3.31999993324,2015-12-18 12:0,3.00999999046
2015-12-18 13:0,3.25999999046,2015-12-18 13:0,2.96000003815
2015-12-18 14:0,3.21000003815,2015-12-18 14:0,2.90999984741
2015-12-18 15:0,3.14999985695,2015-12-18 15:0,2.8599998951
2015-12-18 16:0,3.08999991417,2015-12-18 16:0,2.80999994278
2015-12-18 17:0,3.02999997139,2015-12-18 17:0,2.75
2015-12-18 18:0,2.96000003815,2015-12-18 18:0,2.67999982834
2015-12-18 19:0,2.88999986649,2015-12-18 19:0,2.6099998951
2015-12-18 20:0,2.82999992371,2015-12-18 20:0,2.52999997139
2015-12-18 21:0,2.75999999046,2015-12-18 21:0,2.46000003815
2015-12-18 22:0,2.69000005722,2015-12-18 22:0,2.36999988556
2015-12-18 23:0,2.62999987602,2015-12-18 23:0,2.28999996185
2015-12-19 0:0,2.56999993324,2015-12-19 0:0,2.21000003815
2015-12-19 1:0,2.50999999046,2015-12-19 1:0,2.12999987602
2015-12-19 2:0,2.46000003815,2015-12-19 2:0,2.05999994278
2015-12-19 3:0,2.41999983788,2015-12-19 3:0,1.99000000954
2015-12-19 4:0,2.39999985695,2015-12-19 4:0,1.93999993801
2015-12-19 5:0,2.38999986649,2015-12-19 5:0,1.89999997616
2015-12-19 6:0,2.39999985695,2015-12-19 6:0,1.88999998569
2015-12-19 7:0,2.45000004768,2015-12-19 7:0,1.88999998569
2015-12-19 8:0,2.54999995232,2015-12-19 8:0,1.89999997616
2015-12-19 9:0,2.72000002861,2015-12-19 9:0,2
2015-12-19 10:0,2.96000003815,2015-12-19 10:0,2.1099998951
2015-12-19 11:0,3.25999999046,2015-12-19 11:0,2.31999993324
2015-12-19 12:0,3.58999991417,2015-12-19 12:0,2.6099998951
2015-12-19 13:0,3.92999982834,2015-12-19 13:0,2.91999983788
2015-12-19 14:0,4.28999996185,2015-12-19 14:0,3.24000000954
2015-12-19 15:0,4.67000007629,2015-12-19 15:0,3.57999992371
2015-12-19 16:0,5.02999973297,2015-12-19 16:0,3.90999984741
2015-12-19 17:0,5.34999990463,2015-12-19 17:0,4.21000003815
2015-12-19 18:0,5.61999988556,2015-12-19 18:0,4.46999979019
2015-12-19 19:0,5.82999992371,2015-12-19 19:0,4.71999979019
2015-12-19 20:0,5.94999980927,2015-12-19 20:0,4.92999982834
2015-12-19 21:0,6,2015-12-19 21:0,5.08999967575
2015-12-19 22:0,6,2015-12-19 22:0,5.17000007629
2015-12-19 23:0,5.96999979019,2015-12-19 23:0,5.19000005722
2015-12-20 0:0,5.94999980927,2015-12-20 0:0,5.17000007629
2015-12-20 1:0,5.92999982834,2015-12-20 1:0,5.15999984741
2015-12-20 2:0,5.92000007629,2015-12-20 2:0,5.15000009537
2015-12-20 3:0,5.92000007629,2015-12-20 3:0,5.15000009537
2015-12-20 4:0,5.92000007629,2015-12-20 4:0,5.15999984741
2015-12-20 5:0,5.92000007629,2015-12-20 5:0,5.15999984741
2015-12-20 6:0,5.90999984741,2015-12-20 6:0,5.17000007629
2015-12-20 7:0,5.88999986649,2015-12-20 7:0,5.15999984741
2015-12-20 8:0,5.85999965668,2015-12-20 8:0,5.13999986649
2015-12-20 9:0,5.82999992371,2015-12-20 9:0,5.11999988556
2015-12-20 10:0,5.7999997139,2015-12-20 10:0,5.09999990463
2015-12-20 11:0,5.75,2015-12-20 11:0,5.06999969482
2015-12-20 12:0,5.69999980927,2015-12-20 12:0,5.03999996185
2015-12-20 13:0,5.63999986649,2015-12-20 13:0,5.00999975204
2015-12-20 14:0,5.56999969482,2015-12-20 14:0,4.96999979019
2015-12-20 15:0,5.5,2015-12-20 15:0,4.92000007629
2015-12-20 16:0,5.42999982834,2015-12-20 16:0,4.86999988556
2015-12-20 17:0,5.38000011444,2015-12-20 17:0,4.82999992371
2015-12-20 18:0,5.32999992371,2015-12-20 18:0,4.7999997139
2015-12-20 19:0,5.28999996185,2015-12-20 19:0,4.76999998093
2015-12-20 20:0,5.25999975204,2015-12-20 20:0,4.75
2015-12-20 21:0,5.23999977112,2015-12-20 21:0,4.73999977112
2015-12-20 22:0,5.21999979019,2015-12-20 22:0,4.71999979019
2015-12-20 23:0,5.21000003815,2015-12-20 23:0,4.71000003815
2015-12-21 0:0,5.19999980927,2015-12-21 0:0,4.71000003815
2015-12-21 1:0,5.17999982834,2015-12-21 1:0,4.69999980927
2015-12-21 2:0,5.15000009537,2015-12-21 2:0,4.67999982834
2015-12-21 3:0,5.10999965668,2015-12-21 3:0,4.65999984741
2015-12-21 4:0,5.05999994278,2015-12-21 4:0,4.61999988556
2015-12-21 5:0,4.98000001907,2015-12-21 5:0,4.57999992371
2015-12-21 6:0,4.90000009537,2015-12-21 6:0,4.51999998093
2015-12-21 7:0,4.80999994278,2015-12-21 7:0,4.44999980927
2015-12-21 8:0,4.71000003815,2015-12-21 8:0,4.38000011444
2015-12-21 9:0,4.59999990463,2015-12-21 9:0,4.2999997139
2015-12-21 10:0,4.48999977112,2015-12-21 10:0,4.21999979019
2015-12-21 11:0,4.36999988556,2015-12-21 11:0,4.13000011444
2015-12-21 12:0,4.25,2015-12-21 12:0,4.03999996185
2015-12-21 13:0,4.11999988556,2015-12-21 13:0,3.9399998188
2015-12-21 14:0,3.99000000954,2015-12-21 14:0,3.83999991417
2015-12-21 15:0,3.8599998951,2015-12-21 15:0,3.73000001907
2015-12-21 16:0,3.73000001907,2015-12-21 16:0,3.6099998951
2015-12-21 17:0,3.6099998951,2015-12-21 17:0,3.5
2015-12-21 18:0,3.5,2015-12-21 18:0,3.39999985695
2015-12-21 19:0,3.39999985695,2015-12-21 19:0,3.29999995232
2015-12-21 20:0,3.31999993324,2015-12-21 20:0,3.21000003815
2015-12-21 21:0,3.25999999046,2015-12-21 21:0,3.13999986649
2015-12-21 22:0,3.21000003815,2015-12-21 22:0,3.08999991417
2015-12-21 23:0,3.16999983788,2015-12-21 23:0,3.03999996185
2015-12-22 0:0,3.13999986649,2015-12-22 0:0,3.00999999046
2015-12-22 1:0,3.11999988556,2015-12-22 1:0,2.98000001907
2015-12-22 2:0,3.08999991417,2015-12-22 2:0,2.96000003815
2015-12-22 3:0,3.05999994278,2015-12-22 3:0,2.92999982834
2015-12-22 4:0,3.02999997139,2015-12-22 4:0,2.89999985695
2015-12-22 5:0,3.00999999046,2015-12-22 5:0,2.87999987602
2015-12-22 6:0,2.98000001907,2015-12-22 6:0,2.8599998951
2015-12-22 7:0,2.96000003815,2015-12-22 7:0,2.83999991417
2015-12-22 8:0,2.92999982834,2015-12-22 8:0,2.81999993324
2015-12-22 9:0,2.90999984741,2015-12-22 9:0,2.78999996185
2015-12-22 10:0,2.87999987602,2015-12-22 10:0,2.76999998093
2015-12-22 11:0,2.8599998951,2015-12-22 11:0,2.75999999046
2015-12-22 12:0,2.83999991417,2015-12-22 12:0,2.74000000954
2015-12-22 13:0,2.81999993324,2015-12-22 13:0,2.72000002861
2015-12-22 14:0,2.79999995232,2015-12-22 14:0,2.70000004768
2015-12-22 15:0,2.77999997139,2015-12-22 15:0,2.67999982834
2015-12-22 16:0,2.75,2015-12-22 16:0,2.65999984741
2015-12-22 17:0,2.73000001907,2015-12-22 17:0,2.62999987602
2015-12-22 18:0,2.70000004768,2015-12-22 18:0,2.59999990463
2015-12-22 19:0,2.66999983788,2015-12-22 19:0,2.56999993324
2015-12-22 20:0,2.64999985695,2015-12-22 20:0,2.53999996185
2015-12-22 21:0,2.62999987602,2015-12-22 21:0,2.50999999046
2015-12-22 22:0,2.61999988556,2015-12-22 22:0,2.49000000954
2015-12-22 23:0,2.63999986649,2015-12-22 23:0,2.48000001907
2015-12-23 0:0,2.69000005722,2015-12-23 0:0,2.5
2015-12-23 1:0,2.79999995232,2015-12-23 1:0,2.55999994278
2015-12-23 2:0,2.97000002861,2015-12-23 2:0,2.65999984741
2015-12-23 3:0,3.22000002861,2015-12-23 3:0,2.83999991417
2015-12-23 4:0,3.50999999046,2015-12-23 4:0,3.05999994278
2015-12-23 5:0,3.81999993324,2015-12-23 5:0,3.31999993324
2015-12-23 6:0,4.11000013351,2015-12-23 6:0,3.57999992371
2015-12-23 7:0,4.36000013351,2015-12-23 7:0,3.80999994278
2015-12-23 8:0,4.5499997139,2015-12-23 8:0,3.99000000954
2015-12-23 9:0,4.71000003815,2015-12-23 9:0,4.13999986649
2015-12-23 10:0,4.83999967575,2015-12-23 10:0,4.25999975204
2015-12-23 11:0,4.96000003815,2015-12-23 11:0,4.36000013351
2015-12-23 12:0,5.06999969482,2015-12-23 12:0,4.44999980927
2015-12-23 13:0,5.17000007629,2015-12-23 13:0,4.5499997139
2015-12-23 14:0,5.27999973297,2015-12-23 14:0,4.63999986649
2015-12-23 15:0,5.38999986649,2015-12-23 15:0,4.73000001907
2015-12-23 16:0,5.48000001907,2015-12-23 16:0,4.81999969482
2015-12-23 17:0,5.56999969482,2015-12-23 17:0,4.90999984741
2015-12-23 18:0,5.63999986649,2015-12-23 18:0,4.96999979019
2015-12-23 19:0,5.67999982834,2015-12-23 19:0,5.01999998093
2015-12-23 20:0,5.69999980927,2015-12-23 20:0,5.05999994278
2015-12-23 21:0,5.69999980927,2015-12-23 21:0,5.06999969482
2015-12-23 22:0,5.69000005722,2015-12-23 22:0,5.06999969482
2015-12-23 23:0,5.67999982834,2015-12-23 23:0,5.06999969482
2015-12-24 0:0,5.65000009537,2015-12-24 0:0,5.0499997139
2015-12-24 1:0,5.61999988556,2015-12-24 1:0,5.03999996185
2015-12-24 2:0,5.57999992371,2015-12-24 2:0,5.00999975204
2015-12-24 3:0,5.51999998093,2015-12-24 3:0,4.96999979019
2015-12-24 4:0,5.44999980927,2015-12-24 4:0,4.92000007629
2015-12-24 5:0,5.35999965668,2015-12-24 5:0,4.85999965668
2015-12-24 6:0,5.25999975204,2015-12-24 6:0,4.77999973297
2015-12-24 7:0,5.15000009537,2015-12-24 7:0,4.69999980927
2015-12-24 8:0,5.02999973297,2015-12-24 8:0,4.61000013351
2015-12-24 9:0,4.90000009537,2015-12-24 9:0,4.50999975204
2015-12-24 10:0,4.77999973297,2015-12-24 10:0,4.40999984741
2015-12-24 11:0,4.65000009537,2015-12-24 11:0,4.30999994278
2015-12-24 12:0,4.5499997139,2015-12-24 12:0,4.21000003815
2015-12-24 13:0,4.48000001907,2015-12-24 13:0,4.13000011444
2015-12-24 14:0,4.44999980927,2015-12-24 14:0,4.07999992371
2015-12-24 15:0,4.48999977112,2015-12-24 15:0,4.07999992371
2015-12-24 16:0,4.57999992371,2015-12-24 16:0,4.13000011444
2015-12-24 17:0,4.69999980927,2015-12-24 17:0,4.23000001907
2015-12-24 18:0,4.80999994278,2015-12-24 18:0,4.32999992371
2015-12-24 19:0,4.90000009537,2015-12-24 19:0,4.42999982834
2015-12-24 20:0,4.96000003815,2015-12-24 20:0,4.5
2015-12-24 21:0,4.98000001907,2015-12-24 21:0,4.53999996185
2015-12-24 22:0,4.98000001907,2015-12-24 22:0,4.55999994278
2015-12-24 23:0,4.96000003815,2015-12-24 23:0,4.55999994278
2015-12-25 0:0,4.92999982834,2015-12-25 0:0,4.53999996185
2015-12-25 1:0,4.88000011444,2015-12-25 1:0,4.50999975204
2015-12-25 2:0,4.82999992371,2015-12-25 2:0,4.46999979019
2015-12-25 3:0,4.76999998093,2015-12-25 3:0,4.42000007629
2015-12-25 4:0,4.69999980927,2015-12-25 4:0,4.36000013351
2015-12-25 5:0,4.61999988556,2015-12-25 5:0,4.2999997139
2015-12-25 6:0,4.52999973297,2015-12-25 6:0,4.21999979019
2015-12-25 7:0,4.42999982834,2015-12-25 7:0,4.13000011444
2015-12-25 8:0,4.31999969482,2015-12-25 8:0,4.02999973297
2015-12-25 9:0,4.21000003815,2015-12-25 9:0,3.92999982834
2015-12-25 10:0,4.11000013351,2015-12-25 10:0,3.82999992371
2015-12-25 11:0,4.00999975204,2015-12-25 11:0,3.74000000954
2015-12-25 12:0,3.90999984741,2015-12-25 12:0,3.63999986649
2015-12-25 13:0,3.80999994278,2015-12-25 13:0,3.54999995232
2015-12-25 14:0,3.72000002861,2015-12-25 14:0,3.47000002861
2015-12-25 15:0,3.63999986649,2015-12-25 15:0,3.38999986649
2015-12-25 16:0,3.55999994278,2015-12-25 16:0,3.31999993324
2015-12-25 17:0,3.48000001907,2015-12-25 17:0,3.25
2015-12-25 18:0,3.39999985695,2015-12-25 18:0,3.1899998188
2015-12-25 19:0,3.31999993324,2015-12-25 19:0,3.11999988556
2015-12-25 20:0,3.23000001907,2015-12-25 20:0,3.03999996185
2015-12-25 21:0,3.14999985695,2015-12-25 21:0,2.96000003815
2015-12-25 22:0,3.06999993324,2015-12-25 22:0,2.87999987602
2015-12-25 23:0,2.99000000954,2015-12-25 23:0,2.80999994278
2015-12-26 0:0,2.9399998188,2015-12-26 0:0,2.74000000954
2015-12-26 1:0,2.89999985695,2015-12-26 1:0,2.67999982834
2015-12-26 2:0,2.86999988556,2015-12-26 2:0,2.62999987602
2015-12-26 3:0,2.86999988556,2015-12-26 3:0,2.59999990463
2015-12-26 4:0,2.86999988556,2015-12-26 4:0,2.58999991417
2015-12-26 5:0,2.88999986649,2015-12-26 5:0,2.58999991417
2015-12-26 6:0,2.90999984741,2015-12-26 6:0,2.59999990463
2015-12-26 7:0,2.91999983788,2015-12-26 7:0,2.58999991417
2015-12-26 8:0,2.9399998188,2015-12-26 8:0,2.58999991417
2015-12-26 9:0,2.95000004768,2015-12-26 9:0,2.67999982834
2015-12-26 10:0,2.95000004768,2015-12-26 10:0,2.57999992371
2015-12-26 11:0,2.95000004768,2015-12-26 11:0,2.65999984741
2015-12-26 12:0,2.95000004768,2015-12-26 12:0,2.56999993324
2015-12-26 13:0,2.9399998188,2015-12-26 13:0,2.56999993324
2015-12-26 14:0,2.91999983788,2015-12-26 14:0,2.5
2015-12-26 15:0,2.89999985695,2015-12-26 15:0,2.47000002861
2015-12-26 16:0,2.87999987602,2015-12-26 16:0,2.45000004768
2015-12-26 17:0,2.86999988556,2015-12-26 17:0,2.41999983788
2015-12-26 18:0,2.84999990463,2015-12-26 18:0,2.39999985695
2015-12-26 19:0,2.81999993324,2015-12-26 19:0,2.37999987602
2015-12-26 20:0,2.80999994278,2015-12-26 20:0,2.36999988556
2015-12-26 21:0,2.79999995232,2015-12-26 21:0,2.34999990463
2015-12-26 22:0,2.78999996185,2015-12-26 22:0,2.47000002861
2015-12-26 23:0,2.77999997139,2015-12-26 23:0,2.33999991417
2015-12-27 0:0,2.75999999046,2015-12-27 0:0,2.38999986649
2015-12-27 1:0,2.74000000954,2015-12-27 1:0,2.25
2015-12-27 2:0,2.71000003815,2015-12-27 2:0,2.36999988556
2015-12-27 3:0,2.71000003815,2015-12-27 3:0,2.21000003815
2015-12-27 4:0,2.69000005722,2015-12-27 4:0,2.29999995232
2015-12-27 5:0,2.67999982834,2015-12-27 5:0,2.18000006676
2015-12-27 6:0,2.69000005722,2015-12-27 6:0,2.36999988556
2015-12-27 7:0,2.69000005722,2015-12-27 7:0,2.13999986649
2015-12-27 8:0,2.70000004768,2015-12-27 8:0,2.34999990463
2015-12-27 9:0,2.72000002861,2015-12-27 9:0,2.16999983788
2015-12-27 10:0,2.73000001907,2015-12-27 10:0,2.23000001907
2015-12-27 11:0,2.74000000954,2015-12-27 11:0,2.31999993324
2015-12-27 12:0,2.75,2015-12-27 12:0,2.15999984741
2015-12-27 13:0,2.75,2015-12-27 13:0,2.20000004768
2015-12-27 14:0,2.74000000954,2015-12-27 14:0,2.07999992371
2015-12-27 15:0,2.71000003815,2015-12-27 15:0,2.08999991417
2015-12-27 16:0,2.71000003815,2015-12-27 16:0,1.99000000954
2015-12-27 17:0,2.73000001907,2015-12-27 17:0,2.05999994278
2015-12-27 18:0,2.76999998093,2015-12-27 18:0,1.95999991894
2015-12-27 19:0,2.82999992371,2015-12-27 19:0,1.90999996662
2015-12-27 20:0,2.91999983788,2015-12-27 20:0,1.91999995708
2015-12-27 21:0,3.06999993324,2015-12-27 21:0,1.89999997616
2015-12-27 22:0,3.26999998093,2015-12-27 22:0,1.93999993801
2015-12-27 23:0,3.50999999046,2015-12-27 23:0,2
2015-12-28 0:0,3.76999998093,2015-12-28 0:0,2.16999983788
2015-12-28 1:0,4.00999975204,2015-12-28 1:0,2.37999987602
2015-12-28 2:0,4.19000005722,2015-12-28 2:0,2.58999991417
2015-12-28 3:0,4.30999994278,2015-12-28 3:0,2.77999997139
2015-12-28 4:0,4.36999988556,2015-12-28 4:0,2.89999985695
2015-12-28 5:0,4.44999980927,2015-12-28 5:0,2.97000002861
2015-12-28 6:0,4.5,2015-12-28 6:0,3.01999998093
2015-12-28 7:0,4.5,2015-12-28 7:0,3.06999993324
2015-12-28 8:0,4.42999982834,2015-12-28 8:0,3.09999990463
2015-12-28 9:0,4.32999992371,2015-12-28 9:0,3.03999996185
2015-12-28 10:0,4.23000001907,2015-12-28 10:0,2.95000004768
2015-12-28 11:0,4.21000003815,2015-12-28 11:0,2.88999986649
2015-12-28 12:0,4.30999994278,2015-12-28 12:0,2.95000004768
2015-12-28 13:0,4.36000013351,2015-12-28 13:0,3.05999994278
2015-12-28 14:0,4.33999967575,2015-12-28 14:0,3.11999988556
2015-12-28 15:0,4.2999997139,2015-12-28 15:0,3.13999986649
2015-12-28 16:0,4.25999975204,2015-12-28 16:0,3.14999985695
2015-12-28 17:0,4.21999979019,2015-12-28 17:0,3.15999984741
2015-12-28 18:0,4.17999982834,2015-12-28 18:0,3.16999983788
2015-12-28 19:0,4.11999988556,2015-12-28 19:0,3.17999982834
2015-12-28 20:0,4.03999996185,2015-12-28 20:0,3.17999982834
2015-12-28 21:0,3.94999980927,2015-12-28 21:0,3.15999984741
2015-12-28 22:0,3.84999990463,2015-12-28 22:0,3.12999987602
2015-12-28 23:0,3.77999997139,2015-12-28 23:0,3.08999991417
2015-12-29 0:0,3.73000001907,2015-12-29 0:0,3.06999993324
2015-12-29 1:0,3.73000001907,2015-12-29 1:0,3.07999992371
2015-12-29 2:0,3.81999993324,2015-12-29 2:0,3.12999987602
2015-12-29 3:0,4.03999996185,2015-12-29 3:0,3.26999998093
2015-12-29 4:0,4.32999992371,2015-12-29 4:0,3.54999995232
2015-12-29 5:0,4.58999967575,2015-12-29 5:0,3.87999987602
2015-12-29 6:0,4.75,2015-12-29 6:0,4.15999984741
2015-12-29 7:0,4.80999994278,2015-12-29 7:0,4.31999969482
2015-12-29 8:0,4.82999992371,2015-12-29 8:0,4.40000009537
2015-12-29 9:0,4.80999994278,2015-12-29 9:0,4.42000007629
2015-12-29 10:0,4.78999996185,2015-12-29 10:0,4.40999984741
2015-12-29 11:0,4.75999975204,2015-12-29 11:0,4.40000009537
2015-12-29 12:0,4.73000001907,2015-12-29 12:0,4.36999988556
2015-12-29 13:0,4.69999980927,2015-12-29 13:0,4.33999967575
2015-12-29 14:0,4.67999982834,2015-12-29 14:0,4.31999969482
2015-12-29 15:0,4.65999984741,2015-12-29 15:0,4.2999997139
2015-12-29 16:0,4.63999986649,2015-12-29 16:0,4.27999973297
2015-12-29 17:0,4.63000011444,2015-12-29 17:0,4.25999975204
2015-12-29 18:0,4.61000013351,2015-12-29 18:0,4.23999977112
2015-12-29 19:0,4.57999992371,2015-12-29 19:0,4.21000003815
2015-12-29 20:0,4.5499997139,2015-12-29 20:0,4.17000007629
2015-12-29 21:0,4.5,2015-12-29 21:0,4.11999988556
2015-12-29 22:0,4.44000005722,2015-12-29 22:0,4.05999994278
2015-12-29 23:0,4.36000013351,2015-12-29 23:0,3.99000000954
2015-12-30 0:0,4.27999973297,2015-12-30 0:0,3.90999984741
2015-12-30 1:0,4.19000005722,2015-12-30 1:0,3.81999993324
2015-12-30 2:0,4.09999990463,2015-12-30 2:0,3.72000002861
2015-12-30 3:0,4.00999975204,2015-12-30 3:0,3.62999987602
2015-12-30 4:0,3.9399998188,2015-12-30 4:0,3.53999996185
2015-12-30 5:0,3.87999987602,2015-12-30 5:0,3.47000002861
2015-12-30 6:0,3.82999992371,2015-12-30 6:0,3.39999985695
2015-12-30 7:0,3.80999994278,2015-12-30 7:0,3.36999988556
2015-12-30 8:0,3.81999993324,2015-12-30 8:0,3.34999990463
2015-12-30 9:0,3.84999990463,2015-12-30 9:0,3.34999990463
2015-12-30 10:0,3.89999985695,2015-12-30 10:0,3.36999988556
2015-12-30 11:0,3.98000001907,2015-12-30 11:0,3.40999984741
2015-12-30 12:0,4.07999992371,2015-12-30 12:0,3.48000001907
2015-12-30 13:0,4.21999979019,2015-12-30 13:0,3.56999993324
2015-12-30 14:0,4.40000009537,2015-12-30 14:0,3.69999980927
2015-12-30 15:0,4.63999986649,2015-12-30 15:0,3.87999987602
2015-12-30 16:0,4.96999979019,2015-12-30 16:0,4.13000011444
2015-12-30 17:0,5.34999990463,2015-12-30 17:0,4.44999980927
2015-12-30 18:0,5.73000001907,2015-12-30 18:0,4.82999992371
2015-12-30 19:0,6.01999998093,2015-12-30 19:0,5.19000005722
2015-12-30 20:0,6.19000005722,2015-12-30 20:0,5.42999982834
2015-12-30 21:0,6.26999998093,2015-12-30 21:0,5.55999994278
2015-12-30 22:0,6.31999969482,2015-12-30 22:0,5.60999965668
2015-12-30 23:0,6.34999990463,2015-12-30 23:0,5.65000009537
2015-12-31 0:0,6.38999986649,2015-12-31 0:0,5.67999982834
2015-12-31 1:0,6.42999982834,2015-12-31 1:0,5.73000001907
2015-12-31 2:0,6.46999979019,2015-12-31 2:0,5.77999973297
2015-12-31 3:0,6.5,2015-12-31 3:0,5.81999969482
2015-12-31 4:0,6.50999975204,2015-12-31 4:0,5.84999990463
2015-12-31 5:0,6.50999975204,2015-12-31 5:0,5.86999988556
2015-12-31 6:0,6.48000001907,2015-12-31 6:0,5.85999965668
2015-12-31 7:0,6.42999982834,2015-12-31 7:0,5.83999967575
2015-12-31 8:0,6.36999988556,2015-12-31 8:0,5.80999994278
2015-12-31 9:0,6.2999997139,2015-12-31 9:0,5.75999975204
2015-12-31 10:0,6.21999979019,2015-12-31 10:0,5.69999980927
2015-12-31 11:0,6.1299996376,2015-12-31 11:0,5.63999986649
2015-12-31 12:0,6.03999996185,2015-12-31 12:0,5.56999969482
2015-12-31 13:0,5.94999980927,2015-12-31 13:0,5.5
2015-12-31 14:0,5.85999965668,2015-12-31 14:0,5.42999982834
2015-12-31 15:0,5.77999973297,2015-12-31 15:0,5.35999965668
2015-12-31 16:0,5.69000005722,2015-12-31 16:0,5.28999996185
2015-12-31 17:0,5.58999967575,2015-12-31 17:0,5.21000003815
2015-12-31 18:0,5.48999977112,2015-12-31 18:0,5.13000011444
2015-12-31 19:0,5.38000011444,2015-12-31 19:0,5.02999973297
2015-12-31 20:0,5.25999975204,2015-12-31 20:0,4.94000005722
2015-12-31 21:0,5.15000009537,2015-12-31 21:0,4.82999992371
2015-12-31 22:0,5.03999996185,2015-12-31 22:0,4.73000001907
2015-12-31 23:0,4.92999982834,2015-12-31 23:0,4.63999986649
2016-1-1 0:0,4.83999967575,2016-1-1 0:0,4.5499997139
2016-1-1 1:0,4.77999973297,2016-1-1 1:0,4.48999977112
2016-1-1 2:0,4.73999977112,2016-1-1 2:0,4.44000005722
2016-1-1 3:0,4.71999979019,2016-1-1 3:0,4.42000007629
2016-1-1 4:0,4.71999979019,2016-1-1 4:0,4.40999984741
2016-1-1 5:0,4.73999977112,2016-1-1 5:0,4.40000009537
2016-1-1 6:0,4.75999975204,2016-1-1 6:0,4.40999984741
2016-1-1 7:0,4.7999997139,2016-1-1 7:0,4.42999982834
2016-1-1 8:0,4.82999992371,2016-1-1 8:0,4.44999980927
2016-1-1 9:0,4.85999965668,2016-1-1 9:0,4.46999979019
2016-1-1 10:0,4.88000011444,2016-1-1 10:0,4.48999977112
